,Date,KWH00,KWN00,KWK00,KWU00,KWZ00,KWH01,KWK01,KWN01,KWU01,KWZ01,KWH02,KWK02,KWN02,KWU02,KWZ02,KWH03,KWK03,KWN03,KWU03,KWZ03,KWH04,KWK04,KWN04,KWU04,KWZ04,KWH05,KWK05,KWN05,KWU05,KWZ05,KWH06,KWK06,KWN06,KWU06,KWZ06,KWH07,KWK07,KWN07,KWU07,KWZ07,KWH08,KWK08,KWN08,KWU08,KWZ08,KWH09,KWK09,KWN09,KWU09,KWZ09,KWH10,KWK10,KWN10,KWU10,KWZ10,KWH11,KWK11,KWN11,KWU11,KWZ11,KWH12,KWK12,KWN12,KWU12,KWZ12,KWH13,KWK13,KWN13,KWU13,KWZ13,KWH14,KWK14,KWN14,KWU14,KWZ14,KWH15,KWK15,KWN15,KWU15,KWZ15,KWH16,KWK16,KWN16,KWU16,KWZ16,KWH17,KWK17,KWN17,KWU17,KWZ17,KWH18,KWK18,KWN18,KWU18,KWZ18,KWH19,KWK19,KWN19,KWU19,KWZ19,KWH20,KWK20,KWN20,KWU20,KWZ20,KWH21,KWK21,KWN21,KWU21,KWZ21,KWH22,KWK22,KWN22,KWU22,KWZ22,KWH23,KWK23,KWN23,KWU23,KWZ23,PnL,PNL,IS_ROLLING,Day
4618,2016-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.75,,-11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.25,19312.5,,
4619,2016-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.5,,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.0,19250.0,,
4620,2016-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.5,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.0,19250.0,,
4621,2016-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.25,,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.25,19062.5,,
4622,2016-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.0,,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.0,19000.0,,
4623,2016-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.75,,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.75,18937.5,,
4624,2016-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.25,,108.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.75,18937.5,,
4625,2016-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.25,,134.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.0,19000.0,,
4626,2016-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.0,,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.0,19000.0,,
4627,2016-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.75,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.75,18937.5,,
4628,2016-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.0,,59.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.75,18937.5,,
4629,2016-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.5,,59.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.25,19062.5,,
4630,2016-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.25,,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.75,19187.5,,
4631,2016-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.0,,72.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.25,19062.5,,
4632,2016-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.0,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.0,19000.0,,
4633,2016-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.25,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.25,19062.5,,
4634,2016-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.0,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.0,19000.0,,
4635,2016-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.5,,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.5,19125.0,,
4636,2016-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.25,,97.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.5,19125.0,,
4637,2016-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.5,,108.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.0,19250.0,,
4638,2016-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.5,,108.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.0,19250.0,,
4639,2016-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.0,,47.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.25,19312.5,,
4640,2016-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.75,,93.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.25,19312.5,,
4641,2016-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.5,,62.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.75,19187.5,,
4642,2016-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.75,,47.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.0,19250.0,,
4643,2017-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.75,,47.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.0,19250.0,,
4644,2017-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.25,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.25,19312.5,,
4645,2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.75,,7.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.0,19250.0,,
4646,2017-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.75,,-31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.25,19312.5,,
4647,2017-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.75,,-29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.75,19187.5,,
4648,2017-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.75,,-55.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.5,19125.0,,
4649,2017-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.5,,-52.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.75,19187.5,,
4650,2017-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.0,,-20.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.75,19187.5,,
4651,2017-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.0,,-90.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.75,18937.5,,
4652,2017-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.25,,-110.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.0,19000.0,,
4653,2017-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.25,,-110.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.0,19000.0,,
4654,2017-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.25,,-122.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.5,19125.0,,
4655,2017-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.5,,-124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.5,19125.0,,
4656,2017-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.5,,-76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.0,19000.0,,
4657,2017-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.25,,-79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.25,19062.5,,
4658,2017-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.0,,-89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.0,19000.0,,
4659,2017-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.0,,-74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.0,19000.0,,
4660,2017-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.0,,-54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.0,19000.0,,
4661,2017-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.5,,-69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.5,18875.0,,
4662,2017-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.5,,-39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.5,18875.0,,
4663,2017-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.0,,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.25,18812.5,,
4664,2017-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.75,,-17.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.0,18750.0,,
4665,2017-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.75,,-74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.75,18687.5,,
4666,2017-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.75,,-87.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.0,18750.0,,
4667,2017-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.75,,-75.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.5,18625.0,,
4668,2017-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.0,,-51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.5,18625.0,,
4669,2017-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.75,,-66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.25,18812.5,,
4670,2017-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.25,,-79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.25,18812.5,True,1.0
4671,2017-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.25,137.25,-113.0,-8.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.25,25412.5,True,2.0
4672,2017-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.0,156.75,-141.5,-25.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.0,25500.0,True,3.0
4673,2017-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.5,175.5,-153.0,-43.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.75,25587.5,True,4.0
4674,2017-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.0,169.5,-152.0,-40.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.25,25412.5,True,5.0
4675,2017-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.5,,-60.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.25,6462.5,,
4676,2017-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.5,,-10.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.25,6212.5,,
4677,2017-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.75,,-2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0,6150.0,,
4678,2017-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.75,,-2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0,6150.0,,
4679,2017-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0,,14.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.75,6087.5,,
4680,2017-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.75,,-14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.75,6087.5,,
4681,2017-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.0,,-14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0,6150.0,,
4682,2017-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.5,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0,6150.0,,
4683,2017-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5,,57.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.75,6087.5,,
4684,2017-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,27.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.25,6212.5,,
4685,2017-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.75,,-37.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,6400.0,,
4686,2017-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.75,,-5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.5,6275.0,,
4687,2017-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.25,,-10.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,6400.0,,
4688,2017-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.5,,-21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,6400.0,,
4689,2017-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.0,,-17.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.25,6212.5,,
4690,2017-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.5,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0,6150.0,,
4691,2017-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.5,6025.0,,
4692,2017-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,59.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.75,5837.5,,
4693,2017-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.75,,122.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.5,5775.0,,
4694,2017-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.0,,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.0,5900.0,,
4695,2017-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.75,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.25,5962.5,,
4696,2017-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5,,92.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.75,6087.5,,
4697,2017-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.5,6025.0,,
4698,2017-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75,,113.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.25,5962.5,,
4699,2017-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-29.25,,148.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.25,5962.5,,
4700,2017-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58.0,,173.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.5,5775.0,,
4701,2017-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.5,,194.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.25,5712.5,,
4702,2017-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.5,,192.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.75,5587.5,,
4703,2017-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-114.25,,226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.75,5587.5,,
4704,2017-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.5,,212.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.75,5587.5,,
4705,2017-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-103.0,,214.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.75,5587.5,,
4706,2017-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-134.25,,244.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.5,5525.0,,
4707,2017-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-118.0,,224.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.75,5337.5,,
